"chrom","chrompos","abspos"
3,160412613,652862607
3,160625590,653075584
3,160858942,653308936
3,161077751,653527745
3,161287524,653737518
3,161505661,653955655
3,161720619,654170613
3,161932750,654382744
3,162156553,654606547
3,162376166,654826160
3,162592156,655042150
3,162804903,655254897
3,163028468,655478462
3,163256089,655706083
3,163470182,655920176
3,163688490,656138484
3,163911688,656361682
3,164131768,656581762
3,164341678,656791672
3,164560793,657010787
3,164769831,657219825
3,164984715,657434709
3,165203393,657653387
3,165426711,657876705
3,165643086,658093080
3,165865887,658315881
3,166079848,658529842
3,166296802,658746796
3,166515658,658965652
3,166738363,659188357
3,166956791,659406785
3,167181621,659631615
3,167397998,659847992
3,167608107,660058101
3,167821791,660271785
3,168034093,660484087
3,168244412,660694406
3,168454256,660904250
3,168675335,661125329
3,168881384,661331378
3,169089457,661539451
3,169305326,661755320
3,169532039,661982033
3,169753874,662203868
3,169983590,662433584
3,170214959,662664953
3,170449976,662899970
3,170685961,663135955
3,170899000,663348994
3,171106903,663556897
3,171330120,663780114
3,171547257,663997251
3,171768483,664218477
3,171979792,664429786
3,172194032,664644026
3,172429598,664879592
3,172645673,665095667
3,172856089,665306083
3,173072251,665522245
3,173293245,665743239
3,173498404,665948398
3,173706124,666156118
3,173913717,666363711
3,174129200,666579194
3,174347816,666797810
3,174570738,667020732
3,174783492,667233486
3,174993169,667443163
3,175211021,667661015
3,175421988,667871982
3,175649927,668099921
3,175868087,668318081
3,176083236,668533230
3,176299771,668749765
3,176517938,668967932
3,176748298,669198292
3,176973129,669423123
3,177210701,669660695
3,177434015,669884009
3,177650470,670100464
3,177860664,670310658
3,178072581,670522575
3,178281749,670731743
3,178503406,670953400
3,178731729,671181723
3,178971173,671421167
3,179198915,671648909
3,179430475,671880469
3,179645733,672095727
3,179860303,672310297
3,180073653,672523647
3,180311601,672761595
3,180528698,672978692
3,180753178,673203172
3,180979779,673429773
3,181193635,673643629
3,181415937,673865931
3,181645858,674095852
3,181857916,674307910
3,182072881,674522875
3,182288476,674738470
3,182506047,674956041
3,182727703,675177697
3,182966309,675416303
3,183190751,675640745
3,183424238,675874232
3,183657907,676107901
3,183891884,676341878
3,184117633,676567627
3,184342412,676792406
3,184563313,677013307
3,184781203,677231197
3,185012119,677462113
3,185243390,677693384
3,185486516,677936510
3,185721853,678171847
3,185939012,678389006
3,186154419,678604413
3,186370453,678820447
3,186614799,679064793
3,186843444,679293438
3,187060579,679510573
3,187287638,679737632
3,187497198,679947192
3,187717187,680167181
3,187931385,680381379
3,188148018,680598012
3,188361929,680811923
3,188573214,681023208
3,188796857,681246851
3,189013040,681463034
3,189224502,681674496
3,189435489,681885483
3,189644841,682094835
3,189858126,682308120
3,190080013,682530007
3,190288800,682738794
3,190496791,682946785
3,190715738,683165732
3,190937504,683387498
3,191148541,683598535
3,191366206,683816200
3,191590485,684040479
3,191808855,684258849
3,192020862,684470856
3,192228700,684678694
3,192439015,684889009
3,192662419,685112413
3,192894077,685344071
3,193110489,685560483
3,193330362,685780356
3,193541864,685991858
3,193754093,686204087
3,193968419,686418413
3,194187107,686637101
3,194418134,686868128
3,194633891,687083885
3,194852514,687302508
3,195075423,687525417
3,195334395,687784389
3,195639913,688089907
3,195932836,688382830
3,196181359,688631353
3,196425598,688875592
3,196668268,689118262
3,196888833,689338827
3,197102831,689552825
3,197339330,689789324
4,0,690472424
4,268943,690741367
4,519694,690992118
4,750692,691223116
4,973376,691445800
4,1193239,691665663
4,1411528,691883952
4,1688165,692160589
4,1911749,692384173
4,2138398,692610822
4,2358215,692830639
4,2595648,693068072
4,2825735,693298159
4,3053818,693526242
4,3278006,693750430
4,3489584,693962008
4,3719658,694192082
4,4330822,694803246
4,4544670,695017094
4,4760096,695232520
4,4977744,695450168
4,5196471,695668895
4,5422541,695894965
4,5659762,696132186
4,5880853,696353277
4,6091110,696563534
4,6302286,696774710
4,6510004,696982428
4,6731559,697203983
4,6955410,697427834
4,7177132,697649556
4,7386249,697858673
4,7594617,698067041
4,7801684,698274108
4,8021053,698493477
4,8232378,698704802
4,8448082,698920506
4,8680548,699152972
4,9854625,700327049
4,10066033,700538457
4,10269091,700741515
4,10484980,700957404
4,10700738,701173162
4,10921669,701394093
4,11142259,701614683
4,11365071,701837495
4,11593285,702065709
4,11814552,702286976
4,12028013,702500437
4,12243164,702715588
4,12470625,702943049
4,12684278,703156702
4,12901959,703374383
4,13115765,703588189
4,13331714,703804138
4,13546252,704018676
4,13764530,704236954
4,13979874,704452298
4,14196770,704669194
4,14408628,704881052
4,14633585,705106009
4,14859689,705332113
4,15068525,705540949
4,15295784,705768208
4,15503033,705975457
4,15718796,706191220
4,15943706,706416130
4,16157128,706629552
4,16367703,706840127
4,16593744,707066168
4,16806782,707279206
4,17029611,707502035
4,17242918,707715342
4,17458490,707930914
4,17685818,708158242
4,17910226,708382650
4,18126079,708598503
4,18349208,708821632
4,18569616,709042040
4,18784738,709257162
4,18993354,709465778
4,19211820,709684244
4,19430158,709902582
4,19645567,710117991
4,19859732,710332156
4,20078332,710550756
4,20291312,710763736
4,20498185,710970609
4,20719503,711191927
4,20937099,711409523
4,21156688,711629112
4,21378053,711850477
4,21590347,712062771
4,21803078,712275502
4,22017856,712490280
4,22247197,712719621
4,22468502,712940926
4,22691967,713164391
4,22910319,713382743
4,23119597,713592021
4,23326849,713799273
4,23536130,714008554
4,23760757,714233181
4,23968864,714441288
4,24174386,714646810
4,24393275,714865699
4,24610796,715083220
4,24823281,715295705
4,25039394,715511818
4,25259753,715732177
4,25477524,715949948
4,25713789,716186213
4,25931849,716404273
4,26144786,716617210
4,26371598,716844022
4,26590293,717062717
4,26823743,717296167
4,27040027,717512451
4,27262884,717735308
4,27478581,717951005
4,27687706,718160130
4,27896064,718368488
4,28110756,718583180
4,28325042,718797466
4,28539860,719012284
4,28747751,719220175
4,28959320,719431744
4,29167554,719639978
4,29378197,719850621
4,29590826,720063250
4,29803728,720276152
4,30020272,720492696
4,30235459,720707883
4,30445840,720918264
4,30654820,721127244
4,30860737,721333161
4,31072504,721544928
4,31284739,721757163
4,31497008,721969432
4,31705469,722177893
4,31931102,722403526
4,32141990,722614414
4,32350826,722823250
4,32567054,723039478
4,32778240,723250664
4,32996000,723468424
4,33205545,723677969
4,33416999,723889423
4,33626706,724099130
4,33843494,724315918
4,34064839,724537263
4,34274936,724747360
4,34489514,724961938
4,34703922,725176346
4,34915354,725387778
4,35125550,725597974
4,35339874,725812298
4,35549787,726022211
4,35767062,726239486
4,35978557,726450981
4,36184936,726657360
4,36395531,726867955
4,36614359,727086783
4,36830690,727303114
4,37056645,727529069
4,37267907,727740331
4,37491077,727963501
4,37717505,728189929
4,37937976,728410400
4,38156786,728629210
4,38373580,728846004
4,38602129,729074553
4,38822389,729294813
4,39050239,729522663
4,39275965,729748389
4,39508284,729980708
4,39758408,730230832
4,39998051,730470475
4,40237814,730710238
4,40467350,730939774
4,40710236,731182660
4,40937531,731409955
4,41158213,731630637
4,41385099,731857523
4,41599638,732072062
4,41807132,732279556
4,42027029,732499453
4,42253122,732725546
4,42478290,732950714
4,42692176,733164600
4,42910026,733382450
4,43128221,733600645
4,43344238,733816662
4,43559790,734032214
4,43787364,734259788
4,44006354,734478778
4,44219275,734691699
4,44436958,734909382
4,44656201,735128625
4,44870279,735342703
4,45091681,735564105
4,45307338,735779762
4,45518647,735991071
4,45739184,736211608
4,45959973,736432397
4,46176080,736648504
4,46390399,736862823
4,46611103,737083527
4,46838867,737311291
4,47047812,737520236
4,47259377,737731801
4,47478044,737950468
4,47691493,738163917
4,47903777,738376201
4,48136122,738608546
4,48359985,738832409
4,48578496,739050920
4,48806634,739279058
4,52757533,743229957
4,52985297,743457721
4,53225375,743697799
4,53478289,743950713
4,53710599,744183023
4,53930467,744402891
4,54179251,744651675
4,54410697,744883121
4,54636062,745108486
4,54866124,745338548
4,55095268,745567692
4,55317842,745790266
4,55541120,746013544
4,55758646,746231070
4,55977476,746449900
4,56209851,746682275
4,56428118,746900542
4,56661976,747134400
4,56881241,747353665
4,57100501,747572925
4,57331418,747803842
4,57558840,748031264
4,57812114,748284538
4,58032045,748504469
4,58254536,748726960
4,58485146,748957570
4,58713249,749185673
4,58945674,749418098
4,59158848,749631272
4,59389967,749862391
4,59604453,750076877
4,59871012,750343436
4,60094655,750567079
4,60315453,750787877
4,60539169,751011593
4,60757678,751230102
4,60977052,751449476
4,61193205,751665629
4,61409440,751881864
4,61632709,752105133
4,61851268,752323692
4,62071421,752543845
4,62283686,752756110
4,62490730,752963154
4,62722004,753194428
4,62937834,753410258
4,63153820,753626244
4,63371910,753844334
4,63591613,754064037
4,63812742,754285166
4,64036371,754508795
4,64267908,754740332
4,64488892,754961316
4,64697961,755170385
4,64915550,755387974
4,65131882,755604306
4,65343133,755815557
4,65562265,756034689
4,65788468,756260892
4,66004822,756477246
4,66227321,756699745
4,66439233,756911657
4,66654838,757127262
4,66876014,757348438
4,67090655,757563079
4,67312894,757785318
4,67528780,758001204
4,67748137,758220561
4,67969889,758442313
4,68204473,758676897
4,68427932,758900356
4,68646021,759118445
4,68866453,759338877
4,69096196,759568620
4,69317458,759789882
4,69585642,760058066
4,69818131,760290555
4,70060587,760533011
4,70372086,760844510
4,70599151,761071575
4,70812583,761285007
4,71037577,761510001
4,71261711,761734135
4,71492903,761965327
4,71722106,762194530
4,71978158,762450582
4,72204077,762676501
4,72418379,762890803
4,72641459,763113883
4,72869501,763341925
4,73094135,763566559
4,73309034,763781458
4,73540181,764012605
4,73788233,764260657
4,74004447,764476871
4,74225860,764698284
4,74450879,764923303
4,74665644,765138068
4,74882899,765355323
4,75096837,765569261
4,75352447,765824871
4,75628086,766100510
4,75854570,766326994
4,76079125,766551549
4,76339408,766811832
4,76572410,767044834
4,76803197,767275621
4,77032533,767504957
4,77249097,767721521
4,77474378,767946802
4,77686428,768158852
4,77907275,768379699
4,78124359,768596783
4,78344762,768817186
4,78583016,769055440
4,78802901,769275325
4,79025066,769497490
4,79264266,769736690
4,79483895,769956319
4,79700927,770173351
4,79915454,770387878
4,80133506,770605930
4,80348931,770821355
4,80563359,771035783
4,80783051,771255475
4,81004733,771477157
4,81213968,771686392
4,81432473,771904897
4,81650640,772123064
4,81870682,772343106
4,82093214,772565638
4,82313970,772786394
4,82534034,773006458
4,82746337,773218761
4,82968216,773440640
4,83206809,773679233
4,83443251,773915675
4,83664668,774137092
4,83888211,774360635
4,84130317,774602741
4,84359944,774832368
4,84584548,775056972
4,84793128,775265552
4,85012021,775484445
4,85241705,775714129
4,85451490,775923914
4,85670972,776143396
4,85886047,776358471
4,86118845,776591269
4,86338804,776811228
4,86557924,777030348
4,86776989,777249413
4,86992352,777464776
4,87229860,777702284
4,87455378,777927802
4,87678372,778150796
4,87913728,778386152
4,88128557,778600981
4,88364919,778837343
4,88592603,779065027
4,88826022,779298446
4,89045336,779517760
4,89278937,779751361
4,89505548,779977972
4,89717167,780189591
4,89945723,780418147
4,90169313,780641737
4,90380427,780852851
4,90600275,781072699
4,90811530,781283954
4,91024825,781497249
4,91251595,781724019
4,91473629,781946053
4,91695325,782167749
4,91908337,782380761
4,92141484,782613908
4,92368509,782840933
4,92594267,783066691
4,92819769,783292193
4,93046188,783518612
4,93268799,783741223
4,93480331,783952755
4,93688974,784161398
4,93909335,784381759
4,94119034,784591458
4,94330316,784802740
4,94554151,785026575
4,94774885,785247309
4,94997014,785469438
4,95237789,785710213
4,95458664,785931088
4,95676473,786148897
4,95896819,786369243
4,96116909,786589333
4,96329031,786801455
4,96540397,787012821
4,96762161,787234585
4,96976367,787448791
4,97182000,787654424
4,97401567,787873991
4,97615186,788087610
4,97832885,788305309
4,98044705,788517129
4,98267133,788739557
4,98500573,788972997
4,98732614,789205038
4,98973621,789446045
4,99191392,789663816
4,99422262,789894686
4,99642975,790115399
4,99872826,790345250
4,100105070,790577494
4,100343324,790815748
4,100563502,791035926
4,100790315,791262739
4,101016908,791489332
4,101229956,791702380
4,101441071,791913495
4,101657850,792130274
4,101875881,792348305
4,102091426,792563850
4,102297295,792769719
4,102529112,793001536
4,102751371,793223795
4,102968218,793440642
4,103192070,793664494
4,103424782,793897206
4,103638252,794110676
4,103904457,794376881
4,104120009,794592433
4,104357636,794830060
4,104595265,795067689
4,104826668,795299092
4,105048291,795520715
4,105270019,795742443
4,105484178,795956602
4,105703025,796175449
4,105927305,796399729
4,106151773,796624197
4,106379685,796852109
4,106595361,797067785
4,106823351,797295775
4,107049710,797522134
4,107267983,797740407
4,107504710,797977134
4,107726248,798198672
4,107948260,798420684
4,108164202,798636626
4,108386253,798858677
4,108604999,799077423
4,108819828,799292252
4,109038033,799510457
4,109250499,799722923
4,109469911,799942335
4,109697156,800169580
4,109911993,800384417
4,110130052,800602476
4,110347941,800820365
4,110580041,801052465
4,110808255,801280679
4,111035179,801507603
4,111267672,801740096
4,111501775,801974199
4,111719506,802191930
4,111934866,802407290
4,112159673,802632097
4,112396148,802868572
4,112614837,803087261
4,112828336,803300760
4,113052213,803524637
4,113276728,803749152
4,113506773,803979197
4,113745399,804217823
4,113962889,804435313
4,114171363,804643787
4,114388112,804860536
4,114600950,805073374
4,114814267,805286691
4,115036160,805508584
4,115255966,805728390
4,115471799,805944223
4,115684121,806156545
4,115892655,806365079
4,116108120,806580544
4,116321426,806793850
4,116535370,807007794
4,116752929,807225353
4,116972306,807444730
4,117188780,807661204
4,117405361,807877785
4,117616226,808088650
4,117832442,808304866
4,118042325,808514749
4,118261958,808734382
4,118470417,808942841
4,118696796,809169220
4,118919894,809392318
4,119134479,809606903
4,119742901,810215325
4,119955794,810428218
4,120186108,810658532
4,120492349,810964773
4,120707951,811180375
4,120931381,811403805
4,121147613,811620037
4,121362364,811834788
4,121589730,812062154
4,121806956,812279380
4,122023556,812495980
4,122239500,812711924
4,122459035,812931459
4,122685434,813157858
4,122895270,813367694
4,123116977,813589401
4,123332747,813805171
4,123563399,814035823
4,123785241,814257665
4,124015248,814487672
4,124233937,814706361
4,124458347,814930771
4,124687989,815160413
4,124900014,815372438
4,125121427,815593851
4,125349079,815821503
4,125564533,816036957
4,125775154,816247578
4,125986290,816458714
4,126201340,816673764
4,126409097,816881521
4,126625226,817097650
4,126843635,817316059
4,127057833,817530257
4,127274759,817747183
4,127494517,817966941
4,127706793,818179217
4,127929418,818401842
4,128157173,818629597
4,128377152,818849576
4,128618186,819090610
4,128849161,819321585
4,129091555,819563979
4,129316533,819788957
4,129541897,820014321
4,129774820,820247244
4,130004986,820477410
4,130226694,820699118
4,130437187,820909611
4,130658649,821131073
4,130879230,821351654
4,131102647,821575071
4,131310377,821782801
4,131525312,821997736
4,131743882,822216306
4,131956144,822428568
4,132174550,822646974
4,132398037,822870461
4,133011255,823483679
4,133231406,823703830
4,133449526,823921950
4,133663772,824136196
4,133881400,824353824
4,134088734,824561158
4,134304090,824776514
4,134513096,824985520
4,134735420,825207844
4,134949850,825422274
4,135167053,825639477
4,135378673,825851097
4,135591486,826063910
4,135816571,826288995
4,136046481,826518905
4,136261139,826733563
4,136482199,826954623
4,136697089,827169513
4,136906421,827378845
4,137112855,827585279
4,137332467,827804891
4,137538223,828010647
4,137744095,828216519
4,137955795,828428219
4,138164072,828636496
4,138373476,828845900
4,138597680,829070104
4,138810867,829283291
4,139027080,829499504
4,139234854,829707278
4,139457233,829929657
4,139675301,830147725
4,139905830,830378254
4,140141658,830614082
4,140377049,830849473
4,140599723,831072147
4,140815373,831287797
4,141027470,831499894
4,141243409,831715833
4,141470270,831942694
4,141681692,832154116
4,141910754,832383178
4,142131607,832604031
4,142356196,832828620
4,142574381,833046805
4,142792441,833264865
4,143019058,833491482
4,143238492,833710916
4,143449515,833921939
4,143669786,834142210
4,143885840,834358264
4,144119671,834592095
4,144336524,834808948
4,144556644,835029068
4,144870562,835342986
4,145189466,835661890
4,145410247,835882671
4,145623063,836095487
4,145856961,836329385
4,146090434,836562858
4,146328657,836801081
4,146552502,837024926
4,146777687,837250111
4,146998406,837470830
4,147204985,837677409
4,147420014,837892438
4,147655266,838127690
4,147873598,838346022
4,148086053,838558477
4,148304696,838777120
4,148532110,839004534
4,148759724,839232148
4,148977881,839450305
4,149193210,839665634
4,149406067,839878491
4,149632518,840104942
4,149847587,840320011
4,150069885,840542309
4,150290490,840762914
4,150504772,840977196
4,150723319,841195743
4,150949600,841422024
4,151162935,841635359
4,151378699,841851123
4,151596197,842068621
4,151814751,842287175
4,152053334,842525758
4,152280938,842753362
4,152506691,842979115
4,152719868,843192292
4,152931737,843404161
4,153144668,843617092
4,153349686,843822110
4,153563927,844036351
4,153788770,844261194
4,154002864,844475288
4,154220777,844693201
4,154445255,844917679
4,154661211,845133635
4,154875920,845348344
4,155107246,845579670
4,155316396,845788820
4,155521517,845993941
4,155736737,846209161
4,155958235,846430659
4,156170836,846643260
4,156384940,846857364
4,156599932,847072356
4,156808617,847281041
4,157027613,847500037
4,157244898,847717322
4,157461941,847934365
4,157672863,848145287
4,157880844,848353268
4,158093155,848565579
4,158305911,848778335
4,158521775,848994199
4,158745602,849218026
4,158961274,849433698
4,159180773,849653197
4,159418649,849891073
4,159645007,850117431
4,159867154,850339578
4,160097217,850569641
4,160311863,850784287
4,160540581,851013005
4,160766840,851239264
4,160992381,851464805
4,161218848,851691272
4,161433985,851906409
4,161661422,852133846
4,161877644,852350068
4,162094207,852566631
4,162305730,852778154
4,162518969,852991393
4,162733615,853206039
4,162948670,853421094
4,163157567,853629991
4,163367627,853840051
4,163584523,854056947
4,163803061,854275485
4,164026167,854498591
4,164245152,854717576
4,164461607,854934031
4,164685996,855158420
4,164894559,855366983
4,165119523,855591947
4,165348571,855820995
4,165585858,856058282
4,165817456,856289880
4,166066601,856539025
4,166323224,856795648
4,166536290,857008714
4,166750976,857223400
4,166965199,857437623
4,167178853,857651277
4,167403754,857876178
4,167621038,858093462
4,167851238,858323662
4,168066413,858538837
4,168294835,858767259
4,168512263,858984687
4,168726242,859198666
4,168951578,859424002
4,169167463,859639887
4,169390587,859863011
4,169600496,860072920
4,169816033,860288457
4,170043637,860516061
4,170265601,860738025
4,170502457,860974881
4,170727633,861200057
4,170948736,861421160
4,171179198,861651622
4,171417898,861890322
4,171644550,862116974
4,171857443,862329867
4,172066605,862539029
4,172282144,862754568
4,172491783,862964207
4,172702427,863174851
4,172919872,863392296
4,173131828,863604252
4,173349257,863821681
4,173562028,864034452
4,173770762,864243186
4,173993641,864466065
4,174213714,864686138
4,174424474,864896898
4,174651282,865123706
4,174868642,865341066
4,175080171,865552595
4,175291539,865763963
4,175508535,865980959
4,175725825,866198249
4,175939234,866411658
4,176156441,866628865
4,176368539,866840963
4,176592636,867065060
4,176803428,867275852
4,177016536,867488960
4,177233353,867705777
4,177447596,867920020
4,177661640,868134064
4,177874854,868347278
4,178089018,868561442
4,178302588,868775012
4,178526057,868998481
4,178740946,869213370
4,178962758,869435182
4,179179676,869652100
4,179390570,869862994
4,179603316,870075740
4,179820120,870292544
4,180035829,870508253
4,180247967,870720391
4,180459771,870932195
4,180685834,871158258
4,180895411,871367835
4,181104398,871576822
4,181319091,871791515
4,181530556,872002980
4,181738940,872211364
4,181955136,872427560
4,182169844,872642268
4,182384549,872856973
4,182596799,873069223
4,182807907,873280331
4,183029059,873501483
4,183240374,873712798
4,183457398,873929822
4,183667900,874140324
4,183894034,874366458
4,184122214,874594638
4,184339470,874811894
4,184570578,875043002
4,184795171,875267595
4,185007325,875479749
4,185227459,875699883
4,185441118,875913542
4,185677194,876149618
4,185897991,876370415
4,186120921,876593345
4,186344036,876816460
4,186560726,877033150
4,186769749,877242173
4,186992120,877464544
4,187221296,877693720
4,187452386,877924810
4,187666366,878138790
4,187890381,878362805
4,188111974,878584398
4,188320705,878793129
4,188540847,879013271
4,188757842,879230266
4,188999706,879472130
4,189238138,879710562
4,189467279,879939703
4,189691845,880164269
4,189907727,880380151
4,190128987,880601411
4,190355538,880827962
4,190610454,881082878
4,190845177,881317601
5,0,881626700
5,273570,881900270
5,507546,882134246
5,796054,882422754
5,1048280,882674980
5,1262100,882888800
5,1482027,883108727
5,1737502,883364202
5,1945631,883572331
5,2164155,883790855
5,2374190,884000890
5,2582076,884208776
5,2787853,884414553
5,2996458,884623158
5,3204609,884831309
5,3416911,885043611
5,3630096,885256796
5,3844335,885471035
5,4052720,885679420
5,4261542,885888242
5,4469708,886096408
5,4689772,886316472
5,4908481,886535181
5,5120511,886747211
5,5330228,886956928
5,5547401,887174101
5,5755637,887382337
5,5963705,887590405
5,6174871,887801571
5,6382743,888009443
5,6593934,888220634
5,6805666,888432366
5,7022128,888648828
5,7261724,888888424
5,7493442,889120142
5,7706123,889332823
5,7913810,889540510
5,8130691,889757391
5,8351336,889978036
5,8562018,890188718
5,8783248,890409948
5,8992293,890618993
5,9209007,890835707
5,9421754,891048454
5,9633995,891260695
5,9846888,891473588
5,10073237,891699937
5,10295596,891922296
5,10515431,892142131
5,10732633,892359333
5,10949604,892576304
5,11159435,892786135
5,11371545,892998245
5,11579103,893205803
5,11791926,893418626
5,12001842,893628542
5,12220431,893847131
5,12430442,894057142
5,12648782,894275482
5,12861123,894487823
5,13070900,894697600
5,13284065,894910765
5,13500635,895127335
5,13712788,895339488
5,13930490,895557190
5,14150635,895777335
5,14357431,895984131
5,14571515,896198215
5,14784833,896411533
5,15008274,896634974
5,15222846,896849546
5,15451590,897078290
5,15666047,897292747
5,15879525,897506225
5,16094481,897721181
5,16305902,897932602
5,16531567,898158267
5,16763741,898390441
5,16997496,898624196
5,17233808,898860508
5,17776252,899402952
5,17991398,899618098
5,18207260,899833960
5,18424565,900051265
5,18645127,900271827
5,18862183,900488883
5,19073338,900700038
5,19295046,900921746
5,19509350,901136050
5,19723544,901350244
5,19936017,901562717
5,20152371,901779071
5,20367104,901993804
5,20954774,902581474
5,21526703,903153403
5,21742504,903369204
5,21978888,903605588
5,22271815,903898515
5,22489146,904115846
5,22700734,904327434
5,22911125,904537825
5,23121743,904748443
5,23338286,904964986
5,23553329,905180029
5,23767096,905393796
5,23984027,905610727
5,24199842,905826542
5,24421352,906048052
5,24630871,906257571
5,24847708,906474408
5,25060726,906687426
5,25287358,906914058
5,25513405,907140105
5,25726724,907353424
5,25943028,907569728
5,26154443,907781143
5,26370808,907997508
5,26589703,908216403
5,26798119,908424819
5,27010152,908636852
5,27226556,908853256
5,27436763,909063463
5,27649343,909276043
5,27864827,909491527
5,28083467,909710167
5,28299149,909925849
5,28514147,910140847
5,28728010,910354710
5,28955053,910581753
5,29171562,910798262
5,29387338,911014038
5,29619042,911245742
5,29830851,911457551
5,30043989,911670689
5,30256260,911882960
5,30473141,912099841
5,30693817,912320517
5,30911959,912538659
5,31128227,912754927
5,31336252,912962952
5,31550568,913177268
5,31780830,913407530
5,32011805,913638505
5,32247426,913874126
5,32475827,914102527
5,32709256,914335956
5,32942081,914568781
5,33168086,914794786
5,33387519,915014219
5,33615428,915242128
5,33822984,915449684
5,34503924,916130624
5,34724721,916351421
5,34947698,916574398
5,35173691,916800391
5,35393962,917020662
5,35625307,917252007
5,35838566,917465266
5,36057058,917683758
5,36273383,917900083
5,36497993,918124693
5,36713610,918340310
5,36933532,918560232
5,37157015,918783715
5,37404948,919031648
5,37660157,919286857
5,37885635,919512335
5,38093629,919720329
5,38310859,919937559
5,38522946,920149646
5,38741554,920368254
5,38954940,920581640
5,39172517,920799217
5,39395006,921021706
5,39606828,921233528
5,39829207,921455907
5,40045567,921672267
5,40263932,921890632
5,40486117,922112817
5,40720820,922347520
5,40952110,922578810
5,41175293,922801993
5,41395177,923021877
5,41621030,923247730
5,41834457,923461157
5,42052493,923679193
5,42278675,923905375
5,42503459,924130159
5,42721328,924348028
5,42957829,924584529
5,43198792,924825492
5,43447461,925074161
5,43680213,925306913
5,43916598,925543298
5,44163727,925790427
5,44376272,926002972
5,44591496,926218196
5,44817919,926444619
5,45033646,926660346
5,45255409,926882109
5,45475367,927102067
5,45707515,927334215
5,45951245,927577945
5,49482388,931109088
5,49775510,931402210
5,50047812,931674512
5,50260115,931886815
5,50471145,932097845
5,50698499,932325199
5,50903979,932530679
5,51131212,932757912
5,51344343,932971043
5,51572447,933199147
5,51789958,933416658
5,52013274,933639974
5,52227579,933854279
5,52447974,934074674
5,52673644,934300344
5,52891315,934518015
5,53137467,934764167
5,53359377,934986077
5,53574581,935201281
5,53799301,935426001
5,54015873,935642573
5,54236730,935863430
5,54463686,936090386
5,54681656,936308356
5,54911565,936538265
5,55143527,936770227
5,55372459,936999159
5,55605253,937231953
5,55817438,937444138
5,56029445,937656145
5,56246406,937873106
5,56480138,938106838
5,56708121,938334821
5,56924107,938550807
5,57130946,938757646
5,57358967,938985667
5,57576622,939203322
5,57801714,939428414
5,58036194,939662894
5,58246954,939873654
5,58463351,940090051
5,58674841,940301541
5,58888295,940514995
5,59102599,940729299
5,59310240,940936940
5,59536024,941162724
5,59758709,941385409
5,59989513,941616213
5,60224247,941850947
5,60448824,942075524
5,60668022,942294722
5,60883309,942510009
5,61091051,942717751
5,61301721,942928421
5,61534406,943161106
5,61770942,943397642
5,62003788,943630488
5,62250487,943877187
5,62463818,944090518
5,62684449,944311149
5,62909209,944535909
5,63129102,944755802
5,63342557,944969257
5,63575799,945202499
5,63810076,945436776
5,64025974,945652674
5,64242856,945869556
5,64454479,946081179
5,64680535,946307235
5,64904108,946530808
5,65125937,946752637
5,65352423,946979123
5,65584241,947210941
5,65813363,947440063
5,66020849,947647549
5,66230535,947857235
5,66436628,948063328
5,66653796,948280496
5,66865828,948492528
5,67109903,948736603
5,67337429,948964129
5,67562094,949188794
5,67768779,949395479
5,67980973,949607673
5,68201594,949828294
5,68432982,950059682
5,70751670,952378370
5,70990228,952616928
5,71215032,952841732
5,71425856,953052556
5,71636334,953263034
5,71844454,953471154
5,72067050,953693750
5,72299774,953926474
5,72514869,954141569
5,72723320,954350020
5,72940902,954567602
5,73152450,954779150
5,73365288,954991988
5,73572168,955198868
5,73783939,955410639
5,73999526,955626226
5,74235100,955861800
5,74460855,956087555
5,74701933,956328633
5,74921705,956548405
5,75166483,956793183
5,75400156,957026856
5,75622741,957249441
5,75849868,957476568
5,76064943,957691643
5,76309892,957936592
5,76523393,958150093
5,76737239,958363939
5,76973103,958599803
5,77189209,958815909
5,77403922,959030622
5,77629926,959256626
5,77853392,959480092
5,78087495,959714195
5,78320744,959947444
5,78555328,960182028
5,78780318,960407018
5,79006817,960633517
5,79236790,960863490
5,79452554,961079254
5,79696792,961323492
5,79936179,961562879
5,80158467,961785167
5,80384484,962011184
5,80606286,962232986
5,80827211,962453911
5,81053106,962679806
5,81273906,962900606
5,81505375,963132075
5,81720000,963346700
5,81948487,963575187
5,82161160,963787860
5,82388199,964014899
5,82604014,964230714
5,82825082,964451782
5,83035283,964661983
5,83253307,964880007
5,83468932,965095632
5,83683531,965310231
5,83894294,965520994
5,84108675,965735375
5,84322305,965949005
5,84531296,966157996
5,84749771,966376471
5,84973150,966599850
5,85189861,966816561
5,85404240,967030940
5,85642535,967269235
5,85860913,967487613
5,86084381,967711081
5,86298293,967924993
5,86533428,968160128
5,86744610,968371310
5,86971797,968598497
5,87185056,968811756
5,87413091,969039791
5,87637300,969264000
5,87847074,969473774
5,88059457,969686157
5,88281248,969907948
5,88498087,970124787
5,88706372,970333072
5,88915030,970541730
5,89141832,970768532
5,89354597,970981297
5,89588135,971214835
5,89801969,971428669
5,90025568,971652268
5,90250436,971877136
5,90466870,972093570
5,90691377,972318077
5,90908973,972535673
5,91128922,972755622
5,91335898,972962598
5,91557979,973184679
5,91826749,973453449
5,92036132,973662832
5,92250260,973876960
5,92456542,974083242
5,92683107,974309807
5,92909017,974535717
5,93130553,974757253
5,93348868,974975568
5,93570481,975197181
